text,intent,intent_name,n_tokens,language,clean_text,n_orig,n_clean,reduccion
how long must i cook spaghetti for,7,cook_time,7.0,en,how long cook spaghetti,7,4,42.857142857142854
tell me how long i will need to spend preparing a meat loaf dish,7,cook_time,14.0,en,tell how long need spend prepare meat loaf dish,14,9,35.714285714285715
i need to know the preparation time required for fried chicken,7,cook_time,11.0,en,need know preparation time require fried chicken,11,7,36.36363636363637
how long should i spend preparing roast beef,7,cook_time,8.0,en,how long spend prepare roast beef,8,6,25.0
what amount of time do i need to cook lobster for,7,cook_time,11.0,en,time need cook lobster,11,4,63.63636363636363
what is the proper time to cook steak for,7,cook_time,9.0,en,proper time cook steak,9,4,55.55555555555556
how long should i cook chicken,7,cook_time,6.0,en,how long cook chicken,6,4,33.33333333333333
tell me how long i ought to spend preparing fajitas,7,cook_time,10.0,en,tell how long ought spend prepare fajita,10,7,30.0
how long should i cook chicken thighs,7,cook_time,7.0,en,how long cook chicken thigh,7,5,28.57142857142857
how long should i cook a ny steak,7,cook_time,8.0,en,how long cook ny steak,8,5,37.5
how long do i cook pork,7,cook_time,6.0,en,how long cook pork,6,4,33.33333333333333
how long do i cook the chicken roast,7,cook_time,8.0,en,how long cook chicken roast,8,5,37.5
how long do i cook chicken breast,7,cook_time,7.0,en,how long cook chicken breast,7,5,28.57142857142857
what's the time it takes to make a decent omelette,7,cook_time,10.0,en,time make decent omelette,10,4,60.0
how long should i fry an egg for,7,cook_time,8.0,en,how long fry egg,8,4,50.0
what's the prep time for a garden salad,7,cook_time,8.0,en,prep time garden salad,8,4,50.0
what's the usual time for tuna casserole,7,cook_time,7.0,en,usual time tuna casserole,7,4,42.857142857142854
how long do you need to bake chicken for it to be safe to eat,7,cook_time,15.0,en,how long need bake chicken safe eat,15,7,53.333333333333336
how long should i cook a steak for,7,cook_time,8.0,en,how long cook steak,8,4,50.0
how long should i wait before i can bake bread with homemade dough,7,cook_time,13.0,en,how long wait before bake bread homemade dough,13,8,38.46153846153847
what about changing the sugar for baking soda,4,ingredient_substitution,8.0,en,change sugar bake soda,8,4,50.0
can i swap sugar for salt,4,ingredient_substitution,6.0,en,swap sugar salt,6,3,50.0
would it be possible to replace the salt with baking soda,4,ingredient_substitution,11.0,en,possible replace salt bake soda,11,5,54.54545454545454
"instead of pepper, can i use salt",4,ingredient_substitution,7.0,en,instead pepper use salt,7,4,42.857142857142854
can i take out the olive oil and use lard,4,ingredient_substitution,10.0,en,olive oil use lard,10,4,60.0
can i use water instead of milk,4,ingredient_substitution,7.0,en,use water instead milk,7,4,42.857142857142854
it is okay to use water in place of milk,4,ingredient_substitution,10.0,en,okay use water place milk,10,5,50.0
it is okay to replace water instead of milk,4,ingredient_substitution,9.0,en,okay replace water instead milk,9,5,44.44444444444444
is it okay to switch water for milk,4,ingredient_substitution,8.0,en,okay switch water milk,8,4,50.0
will it be okay if i use water instead of milk,4,ingredient_substitution,11.0,en,okay use water instead milk,11,5,54.54545454545454
can i substitute ginger for garlic,4,ingredient_substitution,6.0,en,substitute ginger garlic,6,3,50.0
can i substitute rice for potatoes,4,ingredient_substitution,6.0,en,substitute rice potato,6,3,50.0
can i substitute oregano for basil,4,ingredient_substitution,6.0,en,substitute oregano basil,6,3,50.0
can i substitute bacon for sausage,4,ingredient_substitution,6.0,en,substitute bacon sausage,6,3,50.0
can i substitute honey for sugar,4,ingredient_substitution,6.0,en,substitute honey sugar,6,3,50.0
can i switch cream with milk in a recipe,4,ingredient_substitution,9.0,en,switch cream milk recipe,9,4,55.55555555555556
can i exchange milk for cream in recipes,4,ingredient_substitution,8.0,en,exchange milk cream recipe,8,4,50.0
is milk an ok substitute for cream,4,ingredient_substitution,7.0,en,milk ok substitute cream,7,4,42.857142857142854
can i use milk instead of cream,4,ingredient_substitution,7.0,en,use milk instead cream,7,4,42.857142857142854
can i switch cream out for milk,4,ingredient_substitution,7.0,en,switch cream milk,7,3,57.14285714285714
can i substitute skim milk for whole milk,4,ingredient_substitution,8.0,en,substitute skim milk milk,8,4,50.0
is it okay to substitute oregano for basil,4,ingredient_substitution,8.0,en,okay substitute oregano basil,8,4,50.0
can i use colby jack cheese instead of cheddar in a recipe,4,ingredient_substitution,12.0,en,use colby jack cheese instead cheddar recipe,12,7,41.66666666666667
can i use dark brown sugar instead of brown sugar,4,ingredient_substitution,10.0,en,use dark brown sugar instead brown sugar,10,7,30.0
can i substitute lemon juice for vinegar,4,ingredient_substitution,7.0,en,substitute lemon juice vinegar,7,4,42.857142857142854
can i use apple juice instead of grape juice,4,ingredient_substitution,9.0,en,use apple juice instead grape juice,9,6,33.33333333333333
can i substitute apple juice for wine,4,ingredient_substitution,7.0,en,substitute apple juice wine,7,4,42.857142857142854
can i substitute vinegar for apple cider vinegar,4,ingredient_substitution,8.0,en,substitute vinegar apple cider vinegar,8,5,37.5
can i substitute lemon juice for lime juice,4,ingredient_substitution,8.0,en,substitute lemon juice lime juice,8,5,37.5
can i use sour cream instead of yogurt,4,ingredient_substitution,8.0,en,use sour cream instead yogurt,8,5,37.5
is it possible to substitute apple cider vinegar for lemons,4,ingredient_substitution,10.0,en,possible substitute apple cider vinegar lemon,10,6,40.0
i need to know if i could substitute apple sauce with eggs,4,ingredient_substitution,12.0,en,need know substitute apple sauce egg,12,6,50.0
is honey a good sugar substitute,4,ingredient_substitution,6.0,en,honey good sugar substitute,6,4,33.33333333333333
could i use olive oil instead of grape seed oil,4,ingredient_substitution,10.0,en,use olive oil instead grape seed oil,10,7,30.0
can i use flour as a substitute for bread crumbs,4,ingredient_substitution,10.0,en,use flour substitute bread crumb,10,5,50.0
i need to swap salt for baking soda,4,ingredient_substitution,8.0,en,need swap salt bake soda,8,5,37.5
i wanna swap salt for baking soda,4,ingredient_substitution,7.0,en,want swap salt bake soda,7,5,28.57142857142857
i need to sub sugar for salt,4,ingredient_substitution,7.0,en,need sub sugar salt,7,4,42.857142857142854
can i sub sugar for salt,4,ingredient_substitution,6.0,en,sub sugar salt,6,3,50.0
is it ok to sub sugar for salt,4,ingredient_substitution,8.0,en,ok sub sugar salt,8,4,50.0
let me swap salt for baking soda,4,ingredient_substitution,7.0,en,let swap salt bake soda,7,5,28.57142857142857
please allow me to swap salt for baking soda,4,ingredient_substitution,9.0,en,allow swap salt bake soda,9,5,44.44444444444444
is it acceptable to swap salt for baking soda,4,ingredient_substitution,9.0,en,acceptable swap salt bake soda,9,5,44.44444444444444
i gotta sub sugar for salt,4,ingredient_substitution,6.0,en,sub sugar salt,6,3,50.0
i wanna sub sugar for salt,4,ingredient_substitution,6.0,en,want sub sugar salt,6,4,33.33333333333333
can i use flour instead of cornstarch to make gravy,4,ingredient_substitution,10.0,en,use flour instead cornstarch make gravy,10,6,40.0
can i substitute yogurt for sour cream,4,ingredient_substitution,7.0,en,substitute yogurt sour cream,7,4,42.857142857142854
"if a recipe calls for sour cream, can i use yogurt",4,ingredient_substitution,11.0,en,recipe sour cream use yogurt,11,5,54.54545454545454
can i use sour cream in place of creme fraiche,4,ingredient_substitution,10.0,en,use sour cream place creme fraiche,10,6,40.0
can i use yogurt in place of sour cream,4,ingredient_substitution,9.0,en,use yogurt place sour cream,9,5,44.44444444444444
can i use sour cream instead of milk,4,ingredient_substitution,8.0,en,use sour cream instead milk,8,5,37.5
"i don't have sour cream, can i use yogurt instead",4,ingredient_substitution,10.0,en,not sour cream use yogurt instead,10,6,40.0
can i swap yogurt for sour cream,4,ingredient_substitution,7.0,en,swap yogurt sour cream,7,4,42.857142857142854
can yogurt be used for sour cream,4,ingredient_substitution,7.0,en,yogurt use sour cream,7,4,42.857142857142854
is it fine to sub bread flour with all-purpose flour,4,ingredient_substitution,10.0,en,fine sub bread flour purpose flour,10,6,40.0
are you able to sub white sugar for brown sugar,4,ingredient_substitution,10.0,en,able sub white sugar brown sugar,10,6,40.0
can you sub half and half for heavy whipping cream,4,ingredient_substitution,10.0,en,sub half half heavy whipping cream,10,6,40.0
can i use baking powder instead of baking soda,4,ingredient_substitution,9.0,en,use bake powder instead bake soda,9,6,33.33333333333333
do you think i can sub honey for sugar,4,ingredient_substitution,9.0,en,think sub honey sugar,9,4,55.55555555555556
proper to substitute cumin for tumeric,4,ingredient_substitution,6.0,en,proper substitute cumin tumeric,6,4,33.33333333333333
can substitute cumin for tumeric,4,ingredient_substitution,5.0,en,substitute cumin tumeric,5,3,40.0
cumin may be substituted for tumeric,4,ingredient_substitution,6.0,en,cumin substitute tumeric,6,3,50.0
is almond milk an acceptable substitute for milk,4,ingredient_substitution,8.0,en,almond milk acceptable substitute milk,8,5,37.5
can i swap coconut milk for condensed milk,4,ingredient_substitution,8.0,en,swap coconut milk condensed milk,8,5,37.5
can i substitute eggs for milk in a recipe,4,ingredient_substitution,9.0,en,substitute egg milk recipe,9,4,55.55555555555556
could i use white wine instead of red wine in a recipe,4,ingredient_substitution,12.0,en,use white wine instead red wine recipe,12,7,41.66666666666667
can i substitute ketchup for mustard,4,ingredient_substitution,6.0,en,substitute ketchup mustard,6,3,50.0
can i substitute milk for almond milk,4,ingredient_substitution,7.0,en,substitute milk almond milk,7,4,42.857142857142854
is it acceptable to swap milk for water,4,ingredient_substitution,8.0,en,acceptable swap milk water,8,4,50.0
is it acceptable to swap chicken for pork,4,ingredient_substitution,8.0,en,acceptable swap chicken pork,8,4,50.0
is it acceptable to swap marinara for alfredo,4,ingredient_substitution,8.0,en,acceptable swap marinara alfredo,8,4,50.0
can i substitute milk for water,4,ingredient_substitution,6.0,en,substitute milk water,6,3,50.0
is it acceptable to swap rice for quinoa,4,ingredient_substitution,8.0,en,acceptable swap rice quinoa,8,4,50.0
can i substitute butter for margarine,4,ingredient_substitution,6.0,en,substitute butter margarine,6,3,50.0
is it acceptable to swap beef for tempeh,4,ingredient_substitution,8.0,en,acceptable swap beef tempeh,8,4,50.0
can i substitute salt for pepper,4,ingredient_substitution,6.0,en,substitute salt pepper,6,3,50.0
is it ok to use brown sugar instead of powdered sugar,4,ingredient_substitution,11.0,en,ok use brown sugar instead powdered sugar,11,7,36.36363636363637
can i use margarine instead of butter,4,ingredient_substitution,7.0,en,use margarine instead butter,7,4,42.857142857142854
can i switch in almond butter for peanut butter,4,ingredient_substitution,9.0,en,switch almond butter peanut butter,9,5,44.44444444444444
can i use salt instead of baking soda,4,ingredient_substitution,8.0,en,use salt instead bake soda,8,5,37.5
can i substitute cream for milk,4,ingredient_substitution,6.0,en,substitute cream milk,6,3,50.0
can i use baking soda instead of baking powder,4,ingredient_substitution,9.0,en,use bake soda instead bake powder,9,6,33.33333333333333
what can i use as a substitute for yeast,4,ingredient_substitution,9.0,en,use substitute yeast,9,3,66.66666666666666
substitute for milk in pancakes,4,ingredient_substitution,5.0,en,substitute milk pancake,5,3,40.0
alternatives to white wine in food,4,ingredient_substitution,6.0,en,alternative white wine food,6,4,33.33333333333333
can i use something else if i don't have eggs,4,ingredient_substitution,10.0,en,use not egg,10,3,70.0
can i use a green pepper instead of a red pepper,4,ingredient_substitution,11.0,en,use green pepper instead red pepper,11,6,45.45454545454545
is it possible to use sausage instead of hot dog,4,ingredient_substitution,10.0,en,possible use sausage instead hot dog,10,6,40.0
is it ok to substitute spinach for lettuce,4,ingredient_substitution,8.0,en,ok substitute spinach lettuce,8,4,50.0
is crushed garlic the same as powdered garlic for a spaghetti sauce,4,ingredient_substitution,12.0,en,crush garlic powdered garlic spaghetti sauce,12,6,50.0
can i use almond milk instead of rice milk,4,ingredient_substitution,9.0,en,use almond milk instead rice milk,9,6,33.33333333333333
can i swap cayenne pepper for black pepper,4,ingredient_substitution,8.0,en,swap cayenne pepper black pepper,8,5,37.5
can i use normal flour if i don't have bread flour,4,ingredient_substitution,11.0,en,use normal flour not bread flour,11,6,45.45454545454545
can i use olive oil instead of butter,4,ingredient_substitution,8.0,en,use olive oil instead butter,8,5,37.5
can i use coconut oil instead of olive oil,4,ingredient_substitution,9.0,en,use coconut oil instead olive oil,9,6,33.33333333333333
can you just use regular milk instead of buttermilk,4,ingredient_substitution,9.0,en,use regular milk instead buttermilk,9,5,44.44444444444444
can i use strawberries instead of pineapples for this,4,ingredient_substitution,9.0,en,use strawberry instead pineapple,9,4,55.55555555555556
can i use sharp cheddar instead of muenster,4,ingredient_substitution,8.0,en,use sharp cheddar instead muenster,8,5,37.5
can i use mayonnaise instead of miracle whip,4,ingredient_substitution,8.0,en,use mayonnaise instead miracle whip,8,5,37.5
can i substitute rice milk for milk,4,ingredient_substitution,7.0,en,substitute rice milk milk,7,4,42.857142857142854
can you provide me the calories in the smoothie,6,calories,9.0,en,provide calorie smoothie,9,3,66.66666666666666
can you tell me the calories for the cheeseburger,6,calories,9.0,en,tell calorie cheeseburger,9,3,66.66666666666666
i'd like the calories for this chicken breast,6,calories,8.0,en,like calorie chicken breast,8,4,50.0
how many calories in this slice of pizza,6,calories,8.0,en,how calorie slice pizza,8,4,50.0
what about the calories for this chicken salad,6,calories,8.0,en,calorie chicken salad,8,3,62.5
how many calories are in a large fry,6,calories,8.0,en,how calorie large fry,8,4,50.0
a large french fry has how many calories,6,calories,8.0,en,large french fry how calorie,8,5,37.5
what is the calorie content of a scoop of chocolate ice cream,6,calories,12.0,en,calorie content scoop chocolate ice cream,12,6,50.0
how many calories in scoop of chocolate ice cream,6,calories,9.0,en,how calorie scoop chocolate ice cream,9,6,33.33333333333333
tell me how many calories in a medium size apple,6,calories,10.0,en,tell how calorie medium size apple,10,6,40.0
how many calories does a scoop of chocolate ice cream have,6,calories,11.0,en,how calorie scoop chocolate ice cream,11,6,45.45454545454545
how many calories are in a can of coke,6,calories,9.0,en,how calorie coke,9,3,66.66666666666666
what's the number of calories in a pepsi,6,calories,8.0,en,number calorie pepsi,8,3,62.5
what is the calorie content of a small bag of lay's potato chips,6,calories,13.0,en,calorie content small bag lay potato chip,13,7,46.15384615384615
how many calories does a kitkat have,6,calories,7.0,en,how calorie kitkat,7,3,57.14285714285714
how many calories are there in a scoop of chocolate ice cream,6,calories,12.0,en,how calorie scoop chocolate ice cream,12,6,50.0
how many calories does a scoop of chocolate ice cream contain,6,calories,11.0,en,how calorie scoop chocolate ice cream contain,11,7,36.36363636363637
what's the expected calories in a cream filled cookie,6,calories,9.0,en,expect calorie cream fill cookie,9,5,44.44444444444444
what's the amount of calories in a cheesy omelette,6,calories,9.0,en,calorie cheesy omelette,9,3,66.66666666666666
can you tell me the calorie count in a glazed donut,6,calories,11.0,en,tell calorie count glaze donut,11,5,54.54545454545454
what's the calorie count for tuna casserole,6,calories,7.0,en,calorie count tuna casserole,7,4,42.857142857142854
how many calories are in waffles,6,calories,6.0,en,how calorie waffle,6,3,50.0
what's the calorie content for fried eggs,6,calories,7.0,en,calorie content fried egg,7,4,42.857142857142854
what's the amount of calories in an cream filled oatmeal cookie,6,calories,11.0,en,calorie cream fill oatmeal cookie,11,5,54.54545454545454
how many calories are in chocolate cake,6,calories,7.0,en,how calorie chocolate cake,7,4,42.857142857142854
how high in calories is pork,6,calories,6.0,en,how high calorie pork,6,4,33.33333333333333
how many calories are in a honey bun,6,calories,8.0,en,how calorie honey bun,8,4,50.0
what does a sausage sandwich have for calories,6,calories,8.0,en,sausage sandwich calorie,8,3,62.5
what's the number of calories in a coke,6,calories,8.0,en,number calorie coke,8,3,62.5
what are the total calories for two servings of pasta,6,calories,10.0,en,total calorie serving pasta,10,4,60.0
how many calories should i plan to be in a donut,6,calories,11.0,en,how calorie plan donut,11,4,63.63636363636363
how many calories would i estimate for fettuccine alfredo,6,calories,9.0,en,how calorie estimate fettuccine alfredo,9,5,44.44444444444444
how many calories does a big mac have,6,calories,8.0,en,how calorie big mac,8,4,50.0
what's the caloric content if you eat roast beef,6,calories,9.0,en,caloric content eat roast beef,9,5,44.44444444444444
how many calories would i consume if i ate a loaded hotdog,6,calories,12.0,en,how calorie consume eat loaded hotdog,12,6,50.0
what's the expected calorie load of a peanut butter and jelly sandwich,6,calories,12.0,en,expect calorie load peanut butter jelly sandwich,12,7,41.66666666666667
what's a big bowl of ice cream contain in calories,6,calories,10.0,en,big bowl ice cream contain calorie,10,6,40.0
do cheetos have a lot of calories,6,calories,7.0,en,cheeto lot calorie,7,3,57.14285714285714
what's the calorie content of cheetos,6,calories,6.0,en,calorie content cheeto,6,3,50.0
looks up the calories in cheetos,6,calories,6.0,en,look calorie cheeto,6,3,50.0
calorie count of cheetos,6,calories,4.0,en,calorie count cheeto,4,3,25.0
how many calories do cheetos have,6,calories,6.0,en,how calorie cheeto,6,3,50.0
how many calories are in a cup of white rice,6,calories,10.0,en,how calorie cup white rice,10,5,50.0
how many calories are in vanilla ice cream,6,calories,8.0,en,how calorie vanilla ice cream,8,5,37.5
one cup of almonds has how many calories,6,calories,8.0,en,cup almond how calorie,8,4,50.0
what's the calorie info for 2 cups of regular chex mix,6,calories,11.0,en,calorie info cup regular chex mix,11,6,45.45454545454545
what's the caloric content in a bowl of rice crispies with milk,6,calories,12.0,en,caloric content bowl rice crispie milk,12,6,50.0
a bowl of cheerios with milk has how many calories,6,calories,10.0,en,bowl cheerio milk how calorie,10,5,50.0
how many calories are in a bag of regular doritos,6,calories,10.0,en,how calorie bag regular dorito,10,5,50.0
how many calories are in chocolate ice cream,6,calories,8.0,en,how calorie chocolate ice cream,8,5,37.5
2 cups of grapes have how many calories,6,calories,8.0,en,cup grape how calorie,8,4,50.0
how many calories are in spaghetti and meat sauce,6,calories,9.0,en,how calorie spaghetti meat sauce,9,5,44.44444444444444
"in one cookie, how many calories would i find",6,calories,9.0,en,cookie how calorie find,9,4,55.55555555555556
what is the calorie count for one cookie,6,calories,8.0,en,calorie count cookie,8,3,62.5
"if i ate a cookie, how many calories would i be ingesting",6,calories,12.0,en,eat cookie how calorie ingest,12,5,58.333333333333336
cookies have how many calories,6,calories,5.0,en,cooky how calorie,5,3,40.0
how many calories are in a cookie,6,calories,7.0,en,how calorie cookie,7,3,57.14285714285714
how many calories in gum,6,calories,5.0,en,how calorie gum,5,3,40.0
how many calories in chicken,6,calories,5.0,en,how calorie chicken,5,3,40.0
how many calories in meatloaf,6,calories,5.0,en,how calorie meatloaf,5,3,40.0
how many calories are in chicken breast,6,calories,7.0,en,how calorie chicken breast,7,4,42.857142857142854
how many calories in peanuts,6,calories,5.0,en,how calorie peanut,5,3,40.0
what is the total number of calories in a bag of potato chips,6,calories,13.0,en,total number calorie bag potato chip,13,6,53.84615384615385
can you tell me the amount of calories i can expect one tuna sandwich to contain,6,calories,16.0,en,tell calorie expect tuna sandwich contain,16,6,62.5
give me expected number of calories in a breakfast burrito,6,calories,10.0,en,expect number calorie breakfast burrito,10,5,50.0
can you tell me the number of calories in one serving of whole cashews,6,calories,14.0,en,tell number calorie serve cashew,14,5,64.28571428571429
please tell me the total calories a single serving of chocolate ice cream is expected to contain,6,calories,17.0,en,tell total calorie single serving chocolate ice cream expect contain,17,10,41.17647058823529
i need to know the total calories for a chicken caesar salad,6,calories,12.0,en,need know total calorie chicken caesar salad,12,7,41.66666666666667
please tell me how many calories one chocolate bar contains,6,calories,10.0,en,tell how calorie chocolate bar contain,10,6,40.0
what's the average number of calories in one cup of tomato soup,6,calories,12.0,en,average number calorie cup tomato soup,12,6,50.0
do you know how many calories are in a single chicken breast,6,calories,12.0,en,know how calorie single chicken breast,12,6,50.0
i need to know the number of calories on average in a handful of pistachios,6,calories,15.0,en,need know number calorie average handful pistachio,15,7,53.333333333333336
what is the caloric value of a cookie,6,calories,8.0,en,caloric value cookie,8,3,62.5
how many calories are in cookies,6,calories,6.0,en,how calorie cooky,6,3,50.0
can you tell me how many calories are in cookies,6,calories,10.0,en,tell how calorie cooky,10,4,60.0
what is the calorie count in a cookie,6,calories,8.0,en,calorie count cookie,8,3,62.5
what are the calories in a cookie,6,calories,7.0,en,calorie cookie,7,2,71.42857142857143
what is the calorie count for muffins,6,calories,7.0,en,calorie count muffin,7,3,57.14285714285714
are there a lot of calories in muffins,6,calories,8.0,en,lot calorie muffin,8,3,62.5
tell me the amount of calories in muffins,6,calories,8.0,en,tell calorie muffin,8,3,62.5
what is the caloric total in these muffins,6,calories,8.0,en,caloric total muffin,8,3,62.5
what amount of calories are in one muffin,6,calories,8.0,en,calorie muffin,8,2,75.0
look up the calories in an apple,6,calories,7.0,en,look calorie apple,7,3,57.14285714285714
tell me the calorie content of an apple,6,calories,8.0,en,tell calorie content apple,8,4,50.0
what's the caloric content of an apple,6,calories,7.0,en,caloric content apple,7,3,57.14285714285714
tell me the calorie content for an apple,6,calories,8.0,en,tell calorie content apple,8,4,50.0
i need to know the calorie content in a piece of pepperoni pizza,6,calories,13.0,en,need know calorie content piece pepperoni pizza,13,7,46.15384615384615
how many calories are in an apple,6,calories,7.0,en,how calorie apple,7,3,57.14285714285714
i want the calorie content for a banana,6,calories,8.0,en,want calorie content banana,8,4,50.0
tell me the number of calories in a banana,6,calories,9.0,en,tell number calorie banana,9,4,55.55555555555556
what is the calorie look like in apples,6,calories,8.0,en,calorie look like apple,8,4,50.0
what is the calorie going to be if i'm eating cereal,6,calories,11.0,en,calorie eat cereal,11,3,72.72727272727273
add up the calories in tacos,6,calories,6.0,en,add calorie tacos,6,3,50.0
how many calories are in cheerios,6,calories,6.0,en,how calorie cheerio,6,3,50.0
what type of calorie numbers are in onions,6,calories,8.0,en,type calorie number onion,8,4,50.0
i need to know the calorie count of a bacon cheeseburger,6,calories,11.0,en,need know calorie count bacon cheeseburger,11,6,45.45454545454545
whats the calorie content of oatmeal,6,calories,6.0,en,calorie content oatmeal,6,3,50.0
what is the calorie count of an apple,6,calories,8.0,en,calorie count apple,8,3,62.5
how many calories on average are in a hot dog,6,calories,10.0,en,how calorie average hot dog,10,5,50.0
how many calories are in a piece of bacon,6,calories,9.0,en,how calorie piece bacon,9,4,55.55555555555556
what do you put in chicken noodle casserole,3,ingredients_list,8.0,en,chicken noodle casserole,8,3,62.5
what goes into chicken noodle casserole,3,ingredients_list,6.0,en,chicken noodle casserole,6,3,50.0
what do i need to make chicken noodle casserole,3,ingredients_list,9.0,en,need make chicken noodle casserole,9,5,44.44444444444444
how do you make chicken noodle casserole,3,ingredients_list,7.0,en,how make chicken noodle casserole,7,5,28.57142857142857
chicken noodle casserole is made from what,3,ingredients_list,7.0,en,chicken noodle casserole make,7,4,42.857142857142854
tell me what ingredients i will need to make this meal,3,ingredients_list,11.0,en,tell ingredient need make meal,11,5,54.54545454545454
what are the ingredients of spaghetti,3,ingredients_list,6.0,en,ingredient spaghetti,6,2,66.66666666666666
what ingredients are present in marshmallows,3,ingredients_list,6.0,en,ingredient present marshmallow,6,3,50.0
tell me the ingredients in pizza,3,ingredients_list,6.0,en,tell ingredient pizza,6,3,50.0
what ingredients are found in hunan chicken,3,ingredients_list,7.0,en,ingredient find hunan chicken,7,4,42.857142857142854
i need to know the ingredients in a hamburger,3,ingredients_list,9.0,en,need know ingredient hamburger,9,4,55.55555555555556
show me the ingredients that i need for ceviche,3,ingredients_list,9.0,en,ingredient need ceviche,9,3,66.66666666666666
do you have a list of ingredients that i'll need for blondies,3,ingredients_list,12.0,en,list ingredient need blondie,12,4,66.66666666666666
give me a list of ingredients needed for pizza dough,3,ingredients_list,10.0,en,list ingredient need pizza dough,10,5,50.0
tell me what ingredients i need for carne asada,3,ingredients_list,9.0,en,tell ingredient need carne asada,9,5,44.44444444444444
what ingredients are required for chicken noodle soup,3,ingredients_list,8.0,en,ingredient require chicken noodle soup,8,5,37.5
what ingredients are in salsa,3,ingredients_list,5.0,en,ingredient salsa,5,2,60.0
what ingredients are in cheese cake,3,ingredients_list,6.0,en,ingredient cheese cake,6,3,50.0
what ingredients are in sugar cookies,3,ingredients_list,6.0,en,ingredient sugar cooky,6,3,50.0
what ingredients are in spinach dip,3,ingredients_list,6.0,en,ingredient spinach dip,6,3,50.0
what ingredients are in coffee cakes,3,ingredients_list,6.0,en,ingredient coffee cake,6,3,50.0
what ingredients do i need to make egg salad,3,ingredients_list,9.0,en,ingredient need make egg salad,9,5,44.44444444444444
what would i need if i wanted to make chicken marsala,3,ingredients_list,11.0,en,need want make chicken marsala,11,5,54.54545454545454
what ingredients are in antipasto salad,3,ingredients_list,6.0,en,ingredient antipasto salad,6,3,50.0
what do i need to make chicken salad,3,ingredients_list,8.0,en,need make chicken salad,8,4,50.0
what kind of stuff is in potato salad,3,ingredients_list,8.0,en,kind stuff potato salad,8,4,50.0
ingredients needed to make a mexican lasagna,3,ingredients_list,7.0,en,ingredient need make mexican lasagna,7,5,28.57142857142857
what are all of the ingredients for brownies from scratch,3,ingredients_list,10.0,en,ingredient brownie scratch,10,3,70.0
how can i make my own doughnuts/what ingredients,3,ingredients_list,8.0,en,how make doughnut ingredient,8,4,50.0
what stuff would i need to make tortellini,3,ingredients_list,8.0,en,stuff need make tortellini,8,4,50.0
what do i need to make a cake,3,ingredients_list,8.0,en,need make cake,8,3,62.5
what all is in gumbo,3,ingredients_list,5.0,en,gumbo,5,1,80.0
what ingredients do i need for gumbo,3,ingredients_list,7.0,en,ingredient need gumbo,7,3,57.14285714285714
which ingredients does gumbo have,3,ingredients_list,5.0,en,ingredient gumbo,5,2,60.0
what are the ingredients in gumbo,3,ingredients_list,6.0,en,ingredient gumbo,6,2,66.66666666666666
what is gumbo made of,3,ingredients_list,5.0,en,gumbo make,5,2,60.0
what ingredients do i need to bake a cake,3,ingredients_list,9.0,en,ingredient need bake cake,9,4,55.55555555555556
i want to cook a quick breakfast what ingredients do i need,3,ingredients_list,12.0,en,want cook quick breakfast ingredient need,12,6,50.0
what ingredients are needed for shrimp cocktail,3,ingredients_list,7.0,en,ingredient need shrimp cocktail,7,4,42.857142857142854
i’m making spaghetti what ingredients do i need,3,ingredients_list,8.0,en,make spaghetti ingredient need,8,4,50.0
i want to make a meat stew what ingredients do i need,3,ingredients_list,12.0,en,want make meat stew ingredient need,12,6,50.0
what goes in broccoli cheddar soup,3,ingredients_list,6.0,en,broccoli cheddar soup,6,3,50.0
show me the recipe for broccoli cheddar soup,3,ingredients_list,8.0,en,recipe broccoli cheddar soup,8,4,50.0
please list ingredients for broccoli cheddar soup,3,ingredients_list,7.0,en,list ingredient broccoli cheddar soup,7,5,28.57142857142857
what ingredients do i need to make broccoli cheddar soup,3,ingredients_list,10.0,en,ingredient need make broccoli cheddar soup,10,6,40.0
"i am making broccoli cheddar soup, what ingredients do i need",3,ingredients_list,11.0,en,make broccoli cheddar soup ingredient need,11,6,45.45454545454545
what ingredients do i need for philly cheesesteaks,3,ingredients_list,8.0,en,ingredient need philly cheesesteak,8,4,50.0
what do i need to cook chicken soup,3,ingredients_list,8.0,en,need cook chicken soup,8,4,50.0
what do i need to get to make lasagne,3,ingredients_list,9.0,en,need make lasagne,9,3,66.66666666666666
what should i buy to make burritos tonight,3,ingredients_list,8.0,en,buy make burritos tonight,8,4,50.0
what ingredients do i need for tacos,3,ingredients_list,7.0,en,ingredient need taco,7,3,57.14285714285714
what are the ingredients to make shepherd's pie,3,ingredients_list,8.0,en,ingredient make shepherd pie,8,4,50.0
what do i need to buy to make a spaghetti,3,ingredients_list,10.0,en,need buy make spaghetti,10,4,60.0
what do i need to make spaghetti,3,ingredients_list,7.0,en,need make spaghetti,7,3,57.14285714285714
what is the ingredient list for an omelette,3,ingredients_list,8.0,en,ingredient list omelette,8,3,62.5
what do i need if i want to make lasagna,3,ingredients_list,10.0,en,need want make lasagna,10,4,60.0
what do i need to make a cajun chili,3,ingredients_list,9.0,en,need make cajun chili,9,4,55.55555555555556
what goes into a strawberry smoothie,3,ingredients_list,6.0,en,strawberry smoothie,6,2,66.66666666666666
what should i grab to make a german chocolate cake,3,ingredients_list,10.0,en,grab make german chocolate cake,10,5,50.0
what do you put in chili,3,ingredients_list,6.0,en,chili,6,1,83.33333333333334
