text,intent,intent_name,n_tokens,language,clean_text,n_orig,n_clean,reduction
¿Cuál es el tiempo de preparación y cocción de la masa de pizza?,7,cook_time,9.0,es,ser tiempo preparacion coccion masa piza,13,6,53.84615384615385
cuanto tiempo se tarda en hacer lasaña,7,cook_time,8.0,es,cuanto tiempo tardar hacer lasana,7,5,28.57142857142857
¿Cuánto tiempo tomará hacer las alas?,7,cook_time,9.0,es,cuanto tiempo tomar hacer ala,6,5,16.666666666666664
¿Cuál es el tiempo de cocción del pastel?,7,cook_time,7.0,es,ser tiempo coccion pastel,8,4,50.0
el bistec debe estar debajo del asador por cuánto tiempo,7,cook_time,10.0,es,bistec deber estar asador cuanto tiempo,10,6,40.0
cuanto tiempo pongo la cazuela,7,cook_time,8.0,es,cuanto tiempo cazuela,5,3,40.0
Si cocino la pizza a 400 grados ¿cuánto tiempo debe estar a fuego lento?,7,cook_time,15.0,es,cocino piza 400 grado cuanto tiempo deber estar fuego lento,14,10,28.57142857142857
¿Cuánto tiempo necesitas poner el cuish?,7,cook_time,11.0,es,cuanto tiempo necesitar cuish,6,4,33.33333333333333
la salsa debe hervir a fuego lento y luego ir al horno pero ¿por cuánto tiempo?,7,cook_time,13.0,es,salsa deber hervir fuego lento horno cuanto tiempo,16,8,50.0
necesito el tiempo de cocción para un pavo,7,cook_time,8.0,es,necesitar tiempo coccion pavo,8,4,50.0
¿Cuántos minutos cocino ziti al horno?,7,cook_time,8.0,es,minuto cocino ziti horno,6,4,33.33333333333333
cuanto tiempo se tarda en cocinar el jamon,7,cook_time,8.0,es,cuanto tiempo tardar cocinar jamon,8,5,37.5
Necesito saber cuánto tiempo se debe hacer un asado en una olla de cocción lenta.,7,cook_time,15.0,es,necesitar cuanto tiempo deber hacer asado olla coccion lento,15,9,40.0
cuanto tiempo dura un asado,7,cook_time,6.0,es,cuanto tiempo durar asado,5,4,20.0
¿Cuánto tiempo es aceptable caramelizar las cebollas?,7,cook_time,8.0,es,cuanto tiempo ser aceptable caramelizar cebolla,7,6,14.285714285714285
¿Cuándo debo sacar una tarta de manzana?,7,cook_time,8.0,es,cuando deber sacar tarta manzana,7,5,28.57142857142857
¿Cuánto tiempo cocinas un salmón?,7,cook_time,7.0,es,cuanto tiempo cocina salmon,5,4,20.0
cuanto tiempo se tarda en hervir un huevo,7,cook_time,10.0,es,cuanto tiempo tardar hervir huevo,8,5,37.5
cuanto tiempo deben estar las galletas en el horno,7,cook_time,12.0,es,cuanto tiempo deber estar galleta horno,9,6,33.33333333333333
aproximadamente ¿cuánto tiempo debes cocinar lasaña?,7,cook_time,7.0,es,cuanto tiempo deber cocinar lasana,6,5,16.666666666666664
¿Cuál es el tiempo de preparación para un pavo de 10 libras?,7,cook_time,10.0,es,ser tiempo preparacion pavo 10 libras,12,6,50.0
cuantos minutos para derretir el queso,7,cook_time,6.0,es,cuanto minuto derretir queso,6,4,33.33333333333333
¿Cuánto tiempo para recalentar la comida china?,7,cook_time,6.0,es,cuanto tiempo recalentar comida chino,7,5,28.57142857142857
¿Cuánto tiempo cocinas la pasta?,7,cook_time,7.0,es,cuanto tiempo cocina pasta,5,4,20.0
¿Cuánto tiempo se debe cocinar un pavo de 10 libras?,7,cook_time,10.0,es,cuanto tiempo deber cocinar pavo 10 libras,10,7,30.0
¿Cuánto tiempo se tarda en preparar el asado?,7,cook_time,9.0,es,cuanto tiempo tardar preparar asado,8,5,37.5
¿Cuánto tiempo para calentar una pizza en el microondas?,7,cook_time,6.0,es,cuanto tiempo calentar piza microondas,9,5,44.44444444444444
¿Cuánto tiempo debo cocinar un jamón glaseado?,7,cook_time,8.0,es,cuanto tiempo deber cocinar jamon glaseado,7,6,14.285714285714285
¿Cuánto tiempo debo cocinar un jamón en espiral?,7,cook_time,8.0,es,cuanto tiempo deber cocinar jamon espiral,8,6,25.0
¿Cuánto tiempo tienen que cocinarse los brownies?,7,cook_time,8.0,es,cuanto tiempo cocinar el browni,7,5,28.57142857142857
¿Cuánto tiempo horneo los brownies?,7,cook_time,7.0,es,cuanto tiempo horneo browni,5,4,20.0
¿Cuánto tiempo debo hornear los brownies?,7,cook_time,8.0,es,cuanto tiempo deber hornear browni,6,5,16.666666666666664
¿Por cuánto tiempo debo hornear los brownies?,7,cook_time,8.0,es,cuanto tiempo deber hornear browni,7,5,28.57142857142857
cuanto tiempo deben estar los brownies en el horno,7,cook_time,11.0,es,cuanto tiempo deber estar browni horno,9,6,33.33333333333333
cuanto tiempo debe estar este plato en el horno,7,cook_time,11.0,es,cuanto tiempo deber estar plato horno,9,6,33.33333333333333
¿Cuánto tiempo necesita cocinarse?,7,cook_time,8.0,es,cuanto tiempo necesitar cocinar el,4,5,-25.0
¿Para qué configuro el cronómetro si estoy haciendo gyoza?,7,cook_time,11.0,es,configurar cronometro estar hacer gyoza,9,5,44.44444444444444
¿Qué debo poner en el cronómetro para cocinar este plato?,7,cook_time,11.0,es,deber cronometro cocinar plato,10,4,60.0
¿Cuánto tiempo cocino este plato de arroz?,7,cook_time,9.0,es,cuanto tiempo cocino plato arroz,7,5,28.57142857142857
¿Cuánto tiempo debe hornearse un pastel?,7,cook_time,6.0,es,cuanto tiempo deber hornear el pastel,6,6,0.0
¿Cuánto tiempo para calentar una cena congelada en el microondas?,7,cook_time,7.0,es,cuanto tiempo calentar cena congelado microondas,10,6,40.0
¿Cuál es el tiempo de preparación de los espaguetis?,7,cook_time,6.0,es,ser tiempo preparacion espaguetis,9,4,55.55555555555556
¿Cuánto tiempo debe estar en el horno?,7,cook_time,8.0,es,cuanto tiempo deber estar horno,7,5,28.57142857142857
cuanto tiempo cocinar una pizza congelada,7,cook_time,7.0,es,cuanto tiempo cocinar piza congelado,6,5,16.666666666666664
"Quiero hornear brownies, ¿cuánto tiempo se hornean?",7,cook_time,11.0,es,querer hornear browni cuanto tiempo hornean,7,6,14.285714285714285
¿Cuánto tiempo horneas un pastel?,7,cook_time,7.0,es,cuanto tiempo hornear pastel,5,4,20.0
¿Cuánto tiempo se tarda en hacer gambas al ajillo?,7,cook_time,9.0,es,cuanto tiempo tardar hacer gamba ajillo,9,6,33.33333333333333
por cuanto tiempo cocinar el bistec,7,cook_time,6.0,es,cuanto tiempo cocinar bistec,6,4,33.33333333333333
¿Cuánto tiempo cocinas una hamburguesa?,7,cook_time,8.0,es,cuanto tiempo cocina hamburguesa,5,4,20.0
¿Cuánto tiempo debo esperar para que se prepare el stroganoff de carne?,7,cook_time,9.0,es,cuanto tiempo deber esperar preparir stroganoff carne,12,7,41.66666666666667
¿Cuánto tiempo cocino el bistec?,7,cook_time,6.0,es,cuanto tiempo cocino bistec,5,4,20.0
¿Cuál es el tiempo de cocción del pollo Alfredo?,7,cook_time,7.0,es,ser tiempo coccion pollo alfredo,9,5,44.44444444444444
¿Cuánto tiempo se tarda en cocinar la carne de cerdo?,7,cook_time,8.0,es,cuanto tiempo tardar cocinar carne cerdo,10,6,40.0
¿Cuánto tiempo necesito para preparar el pollo?,7,cook_time,9.0,es,cuanto tiempo necesitar preparar pollo,7,5,28.57142857142857
los fideos necesitan cocinarse por cuánto tiempo,7,cook_time,7.0,es,fideo necesitar cocinar el cuanto tiempo,7,6,14.285714285714285
¿Cuánto tiempo debo hervir los fideos?,7,cook_time,7.0,es,cuanto tiempo deber hervir fideo,6,5,16.666666666666664
¿Cuánto tiempo necesitan cocinarse los fideos?,7,cook_time,7.0,es,cuanto tiempo necesitar cocinar el fideo,6,6,0.0
¿A qué hora debo cocinar los fideos?,7,cook_time,7.0,es,hora deber cocinar fideo,7,4,42.857142857142854
¿Cuánto tiempo necesito para hacer lasaña?,7,cook_time,8.0,es,cuanto tiempo necesitar hacer lasana,6,5,16.666666666666664
¿Cuánto tiempo me llevará hacer pollo al horno?,7,cook_time,10.0,es,cuanto tiempo hacer pollo horno,8,5,37.5
¿Cuánto tiempo llevará preparar el pastel de carne?,7,cook_time,9.0,es,cuanto tiempo preparar pastel carne,8,5,37.5
¿Cuánto tiempo tardan en hacerse las hamburguesas con queso?,7,cook_time,7.0,es,cuanto tiempo tardar hacer el hamburguesa queso,9,7,22.22222222222222
¿Cuánto tiempo debo cocinar el jamón?,7,cook_time,8.0,es,cuanto tiempo deber cocinar jamon,6,5,16.666666666666664
¿Cuánto tiempo debo cocinar los huevos?,7,cook_time,8.0,es,cuanto tiempo deber cocinar huevo,6,5,16.666666666666664
¿Cuánto tiempo debo cocinar los espárragos?,7,cook_time,8.0,es,cuanto tiempo deber cocinar esparrago,6,5,16.666666666666664
¿Cuánto tiempo debo cocinar la pasta?,7,cook_time,8.0,es,cuanto tiempo deber cocinar pasta,6,5,16.666666666666664
¿Cuánto tiempo debo cocinar el bistec?,7,cook_time,8.0,es,cuanto tiempo deber cocinar bistec,6,5,16.666666666666664
¿Cuál es la cantidad de tiempo necesaria para preparar el asado?,7,cook_time,12.0,es,ser cantidad tiempo necesario preparar asado,11,6,45.45454545454545
¿Cuánto tiempo se supone que debo cocinar el lomo de cerdo?,7,cook_time,9.0,es,cuanto tiempo suponer deber cocinar lomo cerdo,11,7,36.36363636363637
¿Cuánto tiempo debo cocinar los espaguetis?,7,cook_time,7.0,es,cuanto tiempo deber cocinar espaguetis,6,5,16.666666666666664
Dime cuánto tiempo tendré que dedicar a preparar un plato de pastel de carne.,7,cook_time,14.0,es,dime cuanto tiempo dedicar preparar plato pastel carne,14,8,42.857142857142854
Necesito saber el tiempo de preparación del pollo frito.,7,cook_time,11.0,es,necesitar tiempo preparacion pollo frito,9,5,44.44444444444444
¿Cuánto tiempo debo dedicar a preparar rosbif?,7,cook_time,8.0,es,cuanto tiempo deber dedicar preparar rosbif,7,6,14.285714285714285
¿Cuánto tiempo necesito para cocinar la langosta?,7,cook_time,11.0,es,cuanto tiempo necesitar cocinar langosta,7,5,28.57142857142857
¿Cuál es el momento adecuado para cocinar el bistec?,7,cook_time,9.0,es,ser momento adecuado cocinar bistec,9,5,44.44444444444444
¿Cuánto tiempo debo cocinar el pollo?,7,cook_time,6.0,es,cuanto tiempo deber cocinar pollo,6,5,16.666666666666664
dime cuanto tiempo debo dedicar a preparar fajitas,7,cook_time,10.0,es,dime cuanto tiempo deber dedicar preparar fajita,8,7,12.5
¿Cuánto tiempo debo cocinar los muslos de pollo?,7,cook_time,7.0,es,cuanto tiempo deber cocinar muslo pollo,8,6,25.0
¿Cuánto tiempo debo cocinar un filete?,7,cook_time,8.0,es,cuanto tiempo deber cocinar filete,6,5,16.666666666666664
¿Cuánto tiempo cocino la carne de cerdo?,7,cook_time,6.0,es,cuanto tiempo cocino carne cerdo,7,5,28.57142857142857
¿Cuánto tiempo cocino el pollo asado?,7,cook_time,8.0,es,cuanto tiempo cocino pollo asado,6,5,16.666666666666664
¿Cuánto tiempo cocino pechuga de pollo?,7,cook_time,7.0,es,cuanto tiempo cocino pechuga pollo,6,5,16.666666666666664
¿Cuánto tiempo se tarda en hacer una tortilla decente?,7,cook_time,10.0,es,cuanto tiempo tardar hacer tortilla decente,9,6,33.33333333333333
¿Cuánto tiempo debo freír un huevo?,7,cook_time,8.0,es,cuanto tiempo deber freir huevo,6,5,16.666666666666664
¿Cuál es el tiempo de preparación para una ensalada de la huerta?,7,cook_time,8.0,es,ser tiempo preparacion ensalada huerta,12,5,58.333333333333336
¿Cuál es el horario habitual para la cazuela de atún?,7,cook_time,7.0,es,ser horario habitual cazuela atun,10,5,50.0
¿Cuánto tiempo necesitas hornear el pollo para que sea seguro comerlo?,7,cook_time,15.0,es,cuanto tiempo necesitar hornear pollo ser seguro comer el,11,9,18.181818181818183
¿Cuánto tiempo debo cocinar un bistec?,7,cook_time,8.0,es,cuanto tiempo deber cocinar bistec,6,5,16.666666666666664
¿Cuánto tiempo debo esperar antes de poder hornear pan con masa casera?,7,cook_time,13.0,es,cuanto tiempo deber esperar antes hornear pan masa casero,12,9,25.0
¿Qué tal cambiar el azúcar por bicarbonato de sodio?,4,ingredient_substitution,8.0,es,cambiar azucar bicarbonato sodio,9,4,55.55555555555556
¿Puedo cambiar el azúcar por sal?,4,ingredient_substitution,6.0,es,cambiar azucar sal,6,3,50.0
¿Sería posible sustituir la sal por bicarbonato de sodio?,4,ingredient_substitution,11.0,es,ser sustituir sal bicarbonato sodio,9,5,44.44444444444444
en lugar de pimienta puedo usar sal,4,ingredient_substitution,7.0,es,lugar pimienta sal,7,3,57.14285714285714
¿Puedo quitar el aceite de oliva y usar manteca de cerdo?,4,ingredient_substitution,10.0,es,quitar aceite oliva manteca cerdo,11,5,54.54545454545454
¿Puedo usar agua en lugar de leche?,4,ingredient_substitution,7.0,es,agua lugar leche,7,3,57.14285714285714
está bien usar agua en lugar de leche,4,ingredient_substitution,10.0,es,estar agua lugar leche,8,4,50.0
está bien reemplazar el agua en lugar de la leche,4,ingredient_substitution,9.0,es,estar reemplazar agua lugar leche,10,5,50.0
¿Está bien cambiar agua por leche?,4,ingredient_substitution,8.0,es,estar cambiar agua leche,6,4,33.33333333333333
¿Estará bien si uso agua en lugar de leche?,4,ingredient_substitution,11.0,es,estar agua lugar leche,9,4,55.55555555555556
¿Puedo sustituir el ajo por jengibre?,4,ingredient_substitution,6.0,es,sustituir ajo jengibre,6,3,50.0
¿Puedo sustituir el arroz por patatas?,4,ingredient_substitution,6.0,es,sustituir arroz patata,6,3,50.0
¿Puedo sustituir la albahaca por orégano?,4,ingredient_substitution,6.0,es,sustituir albahaca oregano,6,3,50.0
¿Puedo sustituir el tocino por salchicha?,4,ingredient_substitution,6.0,es,sustituir tocino salchicha,6,3,50.0
¿Puedo sustituir el azúcar por miel?,4,ingredient_substitution,6.0,es,sustituir azucar miel,6,3,50.0
¿Puedo cambiar la nata por la leche en una receta?,4,ingredient_substitution,9.0,es,cambiar nata leche receta,10,4,60.0
¿Puedo cambiar leche por nata en recetas?,4,ingredient_substitution,8.0,es,cambiar leche nata receta,7,4,42.857142857142854
¿Es la leche un buen sustituto de la nata?,4,ingredient_substitution,7.0,es,ser leche buen sustituto nata,9,5,44.44444444444444
¿Puedo usar leche en lugar de crema?,4,ingredient_substitution,7.0,es,leche lugar crema,7,3,57.14285714285714
¿Puedo cambiar la nata por leche?,4,ingredient_substitution,7.0,es,cambiar nata leche,6,3,50.0
¿Puedo sustituir la leche descremada por leche entera?,4,ingredient_substitution,8.0,es,sustituir leche descremado leche entero,8,5,37.5
¿Está bien sustituir la albahaca por orégano?,4,ingredient_substitution,8.0,es,estar sustituir albahaca oregano,7,4,42.857142857142854
¿Puedo usar queso colby jack en lugar de cheddar en una receta?,4,ingredient_substitution,12.0,es,queso colby jack lugar cheddar receta,12,6,50.0
¿Puedo usar azúcar moreno oscuro en lugar de azúcar moreno?,4,ingredient_substitution,10.0,es,azucar moreno oscuro lugar azucar moreno,10,6,40.0
¿Puedo sustituir el jugo de limón por vinagre?,4,ingredient_substitution,7.0,es,sustituir zumo limon vinagre,8,4,50.0
¿Puedo usar jugo de manzana en lugar de jugo de uva?,4,ingredient_substitution,9.0,es,zumo manzana lugar zumo uva,11,5,54.54545454545454
¿Puedo sustituir el vino por jugo de manzana?,4,ingredient_substitution,7.0,es,sustituir vino zumo manzana,8,4,50.0
¿Puedo sustituir el vinagre de manzana por vinagre?,4,ingredient_substitution,8.0,es,sustituir vinagre manzana vinagre,8,4,50.0
¿Puedo sustituir el jugo de limón por jugo de lima?,4,ingredient_substitution,8.0,es,sustituir zumo limon zumo lima,10,5,50.0
¿Puedo usar crema agria en lugar de yogur?,4,ingredient_substitution,8.0,es,crema agrio lugar yogur,8,4,50.0
¿Es posible sustituir el vinagre de manzana por limones?,4,ingredient_substitution,10.0,es,ser sustituir vinagre manzana limon,9,5,44.44444444444444
necesito saber si puedo sustituir la salsa de manzana por huevo,4,ingredient_substitution,12.0,es,necesitar sustituir salsa manzana huevo,11,5,54.54545454545454
¿Es la miel un buen sustituto del azúcar?,4,ingredient_substitution,6.0,es,ser miel buen sustituto azucar,8,5,37.5
¿Puedo usar aceite de oliva en lugar de aceite de semilla de uva?,4,ingredient_substitution,10.0,es,aceite oliva lugar aceite semilla uva,13,6,53.84615384615385
¿Puedo usar harina como sustituto del pan rallado?,4,ingredient_substitution,10.0,es,harina como sustituto pan rallado,8,5,37.5
Necesito cambiar la sal por bicarbonato de sodio.,4,ingredient_substitution,8.0,es,necesitar cambiar sal bicarbonato sodio,8,5,37.5
quiero cambiar la sal por bicarbonato de sodio,4,ingredient_substitution,7.0,es,querer cambiar sal bicarbonato sodio,8,5,37.5
necesito sustituir el azúcar por sal,4,ingredient_substitution,7.0,es,necesitar sustituir azucar sal,6,4,33.33333333333333
¿Puedo sustituir el azúcar por sal?,4,ingredient_substitution,6.0,es,sustituir azucar sal,6,3,50.0
¿Está bien sustituir el azúcar por sal?,4,ingredient_substitution,8.0,es,estar sustituir azucar sal,7,4,42.857142857142854
déjame cambiar la sal por bicarbonato de sodio,4,ingredient_substitution,7.0,es,dejame cambiar sal bicarbonato sodio,8,5,37.5
por favor permítanme cambiar la sal por bicarbonato de sodio,4,ingredient_substitution,9.0,es,favor permitanme cambiar sal bicarbonato sodio,10,6,40.0
¿Es aceptable cambiar la sal por bicarbonato de sodio?,4,ingredient_substitution,9.0,es,ser aceptable cambiar sal bicarbonato sodio,9,6,33.33333333333333
tengo que sustituir el azúcar por la sal,4,ingredient_substitution,6.0,es,sustituir azucar sal,8,3,62.5
quiero substituir azúcar por sal,4,ingredient_substitution,6.0,es,querer substituir azucar sal,5,4,20.0
¿Puedo usar harina en lugar de maicena para hacer salsa?,4,ingredient_substitution,10.0,es,harina lugar maicena hacer salsa,10,5,50.0
¿Puedo sustituir la crema agria por yogur?,4,ingredient_substitution,7.0,es,sustituir crema agrio yogur,7,4,42.857142857142854
"Si una receta requiere crema agria, ¿puedo usar yogur?",4,ingredient_substitution,11.0,es,receta requerir crema agrio yogur,9,5,44.44444444444444
¿Puedo usar crema agria en lugar de crema fresca?,4,ingredient_substitution,10.0,es,crema agrio lugar crema fresco,9,5,44.44444444444444
¿Puedo usar yogur en lugar de crema agria?,4,ingredient_substitution,9.0,es,yogur lugar crema agrio,8,4,50.0
¿Puedo usar crema agria en lugar de leche?,4,ingredient_substitution,8.0,es,crema agrio lugar leche,8,4,50.0
"No tengo crema agria, ¿puedo usar yogur en su lugar?",4,ingredient_substitution,10.0,es,no crema agrio yogur lugar,10,5,50.0
¿Puedo cambiar el yogur por crema agria?,4,ingredient_substitution,7.0,es,cambiar yogur crema agrio,7,4,42.857142857142854
¿Se puede usar yogur para crema agria?,4,ingredient_substitution,7.0,es,yogur crema agrio,7,3,57.14285714285714
¿Está bien sustituir la harina de pan por harina para todo uso?,4,ingredient_substitution,10.0,es,estar sustituir harina pan harina,12,5,58.333333333333336
¿Puedes sustituir el azúcar blanco por azúcar moreno?,4,ingredient_substitution,10.0,es,sustituir azucar blanco azucar moreno,8,5,37.5
¿Puedes sustituir mitad y mitad por crema batida espesa?,4,ingredient_substitution,10.0,es,sustituir mitad mitad crema batido espeso,9,6,33.33333333333333
¿Puedo usar levadura en polvo en lugar de bicarbonato de sodio?,4,ingredient_substitution,9.0,es,levadura polvo lugar bicarbonato sodio,11,5,54.54545454545454
¿Crees que puedo sustituir la miel por azúcar?,4,ingredient_substitution,9.0,es,creser sustituir miel azucar,8,4,50.0
apropiado sustituir el comino por cúrcuma,4,ingredient_substitution,6.0,es,apropiado sustituir comino curcuma,6,4,33.33333333333333
Se puede sustituir el comino por cúrcuma.,4,ingredient_substitution,5.0,es,sustituir comino curcuma,7,3,57.14285714285714
el comino se puede sustituir por cúrcuma,4,ingredient_substitution,6.0,es,comino sustituir curcuma,7,3,57.14285714285714
¿Es la leche de almendras un sustituto aceptable de la leche?,4,ingredient_substitution,8.0,es,ser leche almendra sustituto aceptable leche,11,6,45.45454545454545
¿Puedo cambiar la leche de coco por leche condensada?,4,ingredient_substitution,8.0,es,cambiar leche coco leche condensado,9,5,44.44444444444444
¿Puedo sustituir los huevos por leche en una receta?,4,ingredient_substitution,9.0,es,sustituir huevo leche receta,9,4,55.55555555555556
¿Puedo usar vino blanco en lugar de vino tinto en una receta?,4,ingredient_substitution,12.0,es,vino blanco lugar vino tinto receta,12,6,50.0
¿Puedo sustituir la mostaza por ketchup?,4,ingredient_substitution,6.0,es,sustituir mostaza ketchup,6,3,50.0
¿Puedo sustituir la leche por leche de almendras?,4,ingredient_substitution,7.0,es,sustituir leche leche almendra,8,4,50.0
¿Es aceptable cambiar la leche por agua?,4,ingredient_substitution,8.0,es,ser aceptable cambiar leche agua,7,5,28.57142857142857
¿Es aceptable cambiar pollo por cerdo?,4,ingredient_substitution,8.0,es,ser aceptable cambiar pollo cerdo,6,5,16.666666666666664
¿Es aceptable cambiar Marinara por Alfredo?,4,ingredient_substitution,8.0,es,ser aceptable cambiar marinara alfredo,6,5,16.666666666666664
¿Puedo sustituir la leche por agua?,4,ingredient_substitution,6.0,es,sustituir leche agua,6,3,50.0
¿Es aceptable cambiar arroz por quinua?,4,ingredient_substitution,8.0,es,ser aceptable cambiar arroz quinua,6,5,16.666666666666664
¿Puedo sustituir la mantequilla por margarina?,4,ingredient_substitution,6.0,es,sustituir mantequilla margarina,6,3,50.0
¿Es aceptable cambiar la carne por tempeh?,4,ingredient_substitution,8.0,es,ser aceptable cambiar carne tempeh,7,5,28.57142857142857
¿Puedo sustituir la sal por pimienta?,4,ingredient_substitution,6.0,es,sustituir sal pimienta,6,3,50.0
¿Está bien usar azúcar moreno en lugar de azúcar en polvo?,4,ingredient_substitution,11.0,es,estar azucar moreno lugar azucar polvo,11,6,45.45454545454545
¿Puedo usar margarina en lugar de mantequilla?,4,ingredient_substitution,7.0,es,margarina lugar mantequilla,7,3,57.14285714285714
¿Puedo cambiar mantequilla de almendras por mantequilla de maní?,4,ingredient_substitution,9.0,es,cambiar mantequilla almendra mantequilla cacahuete,9,5,44.44444444444444
¿Puedo usar sal en lugar de bicarbonato de sodio?,4,ingredient_substitution,8.0,es,sal lugar bicarbonato sodio,9,4,55.55555555555556
¿Puedo sustituir la nata por leche?,4,ingredient_substitution,6.0,es,sustituir nata leche,6,3,50.0
¿Puedo usar bicarbonato de sodio en lugar de polvo para hornear?,4,ingredient_substitution,9.0,es,bicarbonato sodio lugar polvo hornear,11,5,54.54545454545454
¿Qué puedo usar como sustituto de la levadura?,4,ingredient_substitution,9.0,es,como sustituto levadura,8,3,62.5
sustituto de la leche en panqueques,4,ingredient_substitution,5.0,es,sustituto leche panquequ,6,3,50.0
alternativas al vino blanco en la comida,4,ingredient_substitution,6.0,es,alternativa vino blanco comida,7,4,42.857142857142854
¿Puedo usar otra cosa si no tengo huevos?,4,ingredient_substitution,10.0,es,cosa no huevo,8,3,62.5
¿Puedo usar pimiento verde en lugar de pimiento rojo?,4,ingredient_substitution,11.0,es,pimiento verde lugar pimiento rojo,9,5,44.44444444444444
¿Es posible utilizar salchichas en lugar de hot dog?,4,ingredient_substitution,10.0,es,ser utilizar salchicha lugar hot dog,9,6,33.33333333333333
¿Está bien sustituir la lechuga por espinacas?,4,ingredient_substitution,8.0,es,estar sustituir lechuga espinaca,7,4,42.857142857142854
es ajo machacado igual que ajo en polvo para una salsa de espagueti,4,ingredient_substitution,12.0,es,ser ajo machacado ajo polvo salsa espagueti,13,7,46.15384615384615
¿Puedo usar leche de almendras en lugar de leche de arroz?,4,ingredient_substitution,9.0,es,leche almendra lugar leche arroz,11,5,54.54545454545454
¿Puedo cambiar la pimienta de cayena por pimienta negra?,4,ingredient_substitution,8.0,es,cambiar pimienta cayena pimienta negro,9,5,44.44444444444444
¿Puedo usar harina normal si no tengo harina de pan?,4,ingredient_substitution,11.0,es,harina normal no harina pan,10,5,50.0
¿Puedo usar aceite de oliva en lugar de mantequilla?,4,ingredient_substitution,8.0,es,aceite oliva lugar mantequilla,9,4,55.55555555555556
¿Puedo usar aceite de coco en lugar de aceite de oliva?,4,ingredient_substitution,9.0,es,aceite coco lugar aceite oliva,11,5,54.54545454545454
¿Puedes usar leche normal en lugar de suero de leche?,4,ingredient_substitution,9.0,es,leche normal lugar suero leche,10,5,50.0
¿Puedo usar fresas en lugar de piñas para esto?,4,ingredient_substitution,9.0,es,fresa lugar pina,9,3,66.66666666666666
¿Puedo usar queso cheddar fuerte en lugar de muenster?,4,ingredient_substitution,8.0,es,queso cheddar fuerte lugar muenster,9,5,44.44444444444444
¿Puedo usar mayonesa en lugar de látigo milagroso?,4,ingredient_substitution,8.0,es,mayonesa lugar latigo milagroso,8,4,50.0
¿Puedo sustituir la leche de arroz por leche?,4,ingredient_substitution,7.0,es,sustituir leche arroz leche,8,4,50.0
¿Puedes darme las calorías del batido?,6,calories,9.0,es,dar yo caloria batido,6,4,33.33333333333333
¿Puedes decirme las calorías de la hamburguesa con queso?,6,calories,9.0,es,decirme caloria hamburguesa queso,9,4,55.55555555555556
Me gustaría saber las calorías de esta pechuga de pollo.,6,calories,8.0,es,gustar caloria pechuga pollo,10,4,60.0
cuantas calorias tiene esta porcion de pizza,6,calories,8.0,es,cuanto caloria porcion piza,7,4,42.857142857142854
¿Qué pasa con las calorías de esta ensalada de pollo?,6,calories,8.0,es,pasar caloria ensalada pollo,10,4,60.0
cuantas calorias tiene una fritura grande,6,calories,8.0,es,cuanto caloria fritura,6,3,50.0
una papa frita grande tiene cuantas calorias,6,calories,8.0,es,patata frito cuanto caloria,7,4,42.857142857142854
¿Cuál es el contenido calórico de una bola de helado de chocolate?,6,calories,12.0,es,ser contenido calorico bola helado chocolate,12,6,50.0
cuantas calorias tiene una bola de helado de chocolate,6,calories,9.0,es,cuanto caloria bola helado chocolate,9,5,44.44444444444444
dime cuantas calorias tiene una manzana mediana,6,calories,10.0,es,dime caloria manzana mediano,7,4,42.857142857142854
cuantas calorias tiene una bola de helado de chocolate,6,calories,11.0,es,cuanto caloria bola helado chocolate,9,5,44.44444444444444
cuantas calorias tiene una lata de coca cola,6,calories,9.0,es,cuanto caloria lata coca cola,8,5,37.5
¿Cuál es la cantidad de calorías en una pepsi?,6,calories,8.0,es,ser cantidad caloria pepsi,9,4,55.55555555555556
¿Cuál es el contenido calórico de una bolsa pequeña de patatas fritas Lay's?,6,calories,13.0,es,ser contenido calorico bolsa pequeno patata frito lay's,13,8,38.46153846153847
cuantas calorias tiene un kitkat,6,calories,7.0,es,cuanto caloria kitkat,5,3,40.0
cuantas calorias tiene una bola de helado de chocolate,6,calories,12.0,es,cuanto caloria bola helado chocolate,9,5,44.44444444444444
cuantas calorias contiene una bola de helado de chocolate,6,calories,11.0,es,cuanto caloria contener bola helado chocolate,9,6,33.33333333333333
¿Cuáles son las calorías esperadas en una galleta rellena de crema?,6,calories,9.0,es,ser caloria esperado galleta relleno crema,11,6,45.45454545454545
¿Cuál es la cantidad de calorías en una tortilla con queso?,6,calories,9.0,es,ser cantidad caloria tortilla queso,11,5,54.54545454545454
¿Puedes decirme la cantidad de calorías en una dona glaseada?,6,calories,11.0,es,decirme cantidad caloria dona glaseado,10,5,50.0
¿Cuál es la cantidad de calorías para la cazuela de atún?,6,calories,7.0,es,ser cantidad caloria cazuela atun,11,5,54.54545454545454
cuantas calorias tienen los waffles,6,calories,6.0,es,cuanto caloria waffl,5,3,40.0
¿Cuál es el contenido calórico de los huevos fritos?,6,calories,7.0,es,ser contenido calorico huevo frito,9,5,44.44444444444444
¿Cuál es la cantidad de calorías en una galleta de avena rellena de crema?,6,calories,11.0,es,ser cantidad caloria galleta avena relleno crema,14,7,50.0
cuantas calorias tiene el pastel de chocolate,6,calories,7.0,es,cuanto caloria pastel chocolate,7,4,42.857142857142854
¿Qué tan alto en calorías tiene la carne de cerdo?,6,calories,6.0,es,alto caloria carne cerdo,10,4,60.0
